商品コード,メーカー,ヘッドモデル,販売価格,シャフトモデル,シャフト,メーカーフレックス,クラブ種別,番手,状態（総合ランク）ランクについて,補足コメント,ヘッド上部,ヘッド下部,フェース,フレックス,発売時クラブセット組合せ内容,グリップ,本商品クラブセット組合せ内容,ヘッドカバー,クラブセット実本数,年式,お店からのコメント/商品状態,ヘッドロフト角(°),クラブ重量(g),ヘッドライ角(°),利き手,ヘッド体積(cc),シャフト長(インチ),性別,店舗名,住所,電話番号
2100341470130,コブラ,ｃｏｂｒａ　ＡＥＲＯＪＥＴ　Ｕ４,21197,ＳＰＥＥＤＥＲ　ＮＸ　ｆｏｒ　Ｃｏｂｒａ（ＡＥＲＯＪＥＴ　ＵＴ）,Ｎ,Ｒ,ユーティリティ,４Ｕ,N,,Ｎ,Ｎ,Ｎ,Ｒ,,オリジナル　傷なし,,純正品(綺麗),0,,,21.00,,58.50,スタンダード,126,40.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100361114311,コブラ,ｃｏｂｒａ　ＢｉＯ　ＣＥＬＬ　１Ｗ（ホワイト）,9878,ｃｏｂｒａ　Ｓｐｅｅｄｅｒ（ドライバー）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,純正品(普通),0,,,0.00,,60.00,スタンダード,460,45.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100361114311,コブラ,ｃｏｂｒａ　ＢｉＯ　ＣＥＬＬ　１Ｗ（ホワイト）,9878,ｃｏｂｒａ　Ｓｐｅｅｄｅｒ（ドライバー）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,純正品(普通),0,,,0.00,,60.00,スタンダード,460,45.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100361114311,コブラ,ｃｏｂｒａ　ＢｉＯ　ＣＥＬＬ　１Ｗ（ホワイト）,9878,ｃｏｂｒａ　Ｓｐｅｅｄｅｒ（ドライバー）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,純正品(普通),0,,,0.00,,60.00,スタンダード,460,45.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371284455,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　ＭＡＸ　１０．５°,75889,純正特注シャフト,Ｂ,ＳＲ,ドライバー,１Ｗ,B,,Ｂ,Ｂ,Ｂ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,10.50,,59.20,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371284455,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　ＭＡＸ　１０．５°,75889,純正特注シャフト,Ｂ,ＳＲ,ドライバー,１Ｗ,B,,Ｂ,Ｂ,Ｂ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,10.50,,59.20,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371284455,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　ＭＡＸ　１０．５°,75889,純正特注シャフト,Ｂ,ＳＲ,ドライバー,１Ｗ,B,,Ｂ,Ｂ,Ｂ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,,10.50,,59.20,スタンダード,460,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371528702,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　Ｕ４,28578,ＳＰＥＥＤＥＲ　ＮＸ　ｆｏｒ　Ｃｏｂｒａ（ＤＡＲＫＳＰＥＥＤ　ＵＴ）,Ｂ,Ｒ,ユーティリティ,４Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,21.00,,58.50,スタンダード,119,40.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371528702,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　Ｕ４,28578,ＳＰＥＥＤＥＲ　ＮＸ　ｆｏｒ　Ｃｏｂｒａ（ＤＡＲＫＳＰＥＥＤ　ＵＴ）,Ｂ,Ｒ,ユーティリティ,４Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,21.00,,58.50,スタンダード,119,40.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371528702,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　Ｕ４,28578,ＳＰＥＥＤＥＲ　ＮＸ　ｆｏｒ　Ｃｏｂｒａ（ＤＡＲＫＳＰＥＥＤ　ＵＴ）,Ｂ,Ｒ,ユーティリティ,４Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,21.00,,58.50,スタンダード,119,40.250,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371528696,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　Ｕ５,28578,ＳＰＥＥＤＥＲ　ＮＸ　ｆｏｒ　Ｃｏｂｒａ（ＤＡＲＫＳＰＥＥＤ　ＵＴ）,Ｂ,Ｒ,ユーティリティ,５Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,24.00,,59.00,スタンダード,118,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371528696,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　Ｕ５,28578,ＳＰＥＥＤＥＲ　ＮＸ　ｆｏｒ　Ｃｏｂｒａ（ＤＡＲＫＳＰＥＥＤ　ＵＴ）,Ｂ,Ｒ,ユーティリティ,５Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,24.00,,59.00,スタンダード,118,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371528696,コブラ,ｃｏｂｒａ　ＤＡＲＫＳＰＥＥＤ　Ｕ５,28578,ＳＰＥＥＤＥＲ　ＮＸ　ｆｏｒ　Ｃｏｂｒａ（ＤＡＲＫＳＰＥＥＤ　ＵＴ）,Ｂ,Ｒ,ユーティリティ,５Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,24.00,,59.00,スタンダード,118,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100365916935,バルド,ＣＯＭＰＥＴＩＺＩＯＮＥ　５６８　４２０　１Ｗ,16478,リシャフト,Ｂ,その他,ドライバー,１Ｗ,C,Speeder 569　EVOLUTION　V　S,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,Speeder 569　EVOLUTION　V　S,0.00,,58.50,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100365916935,バルド,ＣＯＭＰＥＴＩＺＩＯＮＥ　５６８　４２０　１Ｗ,16478,リシャフト,Ｂ,その他,ドライバー,１Ｗ,C,Speeder 569　EVOLUTION　V　S,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,Speeder 569　EVOLUTION　V　S,0.00,,58.50,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100365916935,バルド,ＣＯＭＰＥＴＩＺＩＯＮＥ　５６８　４２０　１Ｗ,16478,リシャフト,Ｂ,その他,ドライバー,１Ｗ,C,Speeder 569　EVOLUTION　V　S,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,Speeder 569　EVOLUTION　V　S,0.00,,58.50,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100370099562,フォーティーン,ＣＴ−５１８　１０．５°,17578,純正特注シャフト,Ｂ,その他,ドライバー,１Ｗ,C,FT924d,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,純正品(普通),0,,FT924d,10.50,,58.00,スタンダード,450,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100370099562,フォーティーン,ＣＴ−５１８　１０．５°,17578,純正特注シャフト,Ｂ,その他,ドライバー,１Ｗ,C,FT924d,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,純正品(普通),0,,FT924d,10.50,,58.00,スタンダード,450,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100370099562,フォーティーン,ＣＴ−５１８　１０．５°,17578,純正特注シャフト,Ｂ,その他,ドライバー,１Ｗ,C,FT924d,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,純正品(普通),0,,FT924d,10.50,,58.00,スタンダード,450,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344267393,オデッセイ,ＤＦＸ　ＤＯＵＢＬＥ　ＷＩＤＥ（２０２１）　３４インチ,15389,スチール,Ｂ,その他,パター,ＰＴ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,純正品(普通),0,2021,,3.00,,70.00,スタンダード,,34.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344267393,オデッセイ,ＤＦＸ　ＤＯＵＢＬＥ　ＷＩＤＥ（２０２１）　３４インチ,15389,スチール,Ｂ,その他,パター,ＰＴ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,純正品(普通),0,2021,,3.00,,70.00,スタンダード,,34.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100344267393,オデッセイ,ＤＦＸ　ＤＯＵＢＬＥ　ＷＩＤＥ（２０２１）　３４インチ,15389,スチール,Ｂ,その他,パター,ＰＴ,C,,Ｃ,Ｃ,Ｃ,その他,,オリジナル　良好,,純正品(普通),0,2021,,3.00,,70.00,スタンダード,,34.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100356200319,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１３　ブラック　５６°,8778,Ｄｙｎａｍｉｃ　Ｇｏｌｄ,Ｂ,Ｓ４００,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,ヘッドカバーなし,0,,,56.00,467.00,63.50,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100356200319,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１３　ブラック　５６°,8778,Ｄｙｎａｍｉｃ　Ｇｏｌｄ,Ｂ,Ｓ４００,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,ヘッドカバーなし,0,,,56.00,467.00,63.50,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100356200319,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１３　ブラック　５６°,8778,Ｄｙｎａｍｉｃ　Ｇｏｌｄ,Ｂ,Ｓ４００,ウェッジ,ＳＷ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル外　良好,,ヘッドカバーなし,0,,,56.00,467.00,63.50,スタンダード,,35.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371263641,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１８　シルバー　５０°,7678,リシャフト,Ｂ,その他,ウェッジ,ＡＷ,C,K’ｓ　wedge　NW110,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,K’ｓ　wedge　NW110,50.00,,63.00,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371263641,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１８　シルバー　５０°,7678,リシャフト,Ｂ,その他,ウェッジ,ＡＷ,C,K’ｓ　wedge　NW110,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,K’ｓ　wedge　NW110,50.00,,63.00,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371263641,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１８　シルバー　５０°,7678,リシャフト,Ｂ,その他,ウェッジ,ＡＷ,C,K’ｓ　wedge　NW110,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,K’ｓ　wedge　NW110,50.00,,63.00,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371263665,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１８　シルバー　６０°,7678,リシャフト,Ｂ,その他,ウェッジ,ＬＷ,C,K'ｓ　wedge NW110,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,K'ｓ　wedge NW110,60.00,,63.50,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371263665,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１８　シルバー　６０°,7678,リシャフト,Ｂ,その他,ウェッジ,ＬＷ,C,K'ｓ　wedge NW110,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,K'ｓ　wedge NW110,60.00,,63.50,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371263665,キャスコ,Ｄｏｌｐｈｉｎ　Ｗｅｄｇｅ　ＤＷ−１１８　シルバー　６０°,7678,リシャフト,Ｂ,その他,ウェッジ,ＬＷ,C,K'ｓ　wedge NW110,Ｃ,Ｃ,Ｃ,その他,,オリジナル外　良好,,ヘッドカバーなし,0,,K'ｓ　wedge NW110,60.00,,63.50,スタンダード,,,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100358045116,プロギア,ｅｇｇ　ｉ＋（２０１３）　Ｕ４,8778,ｅｇｇオリジナルカーボン,Ｂ,Ｍ３７,ユーティリティ,４Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　傷あり,,ヘッドカバーなし,0,,,21.00,329.00,,スタンダード,,40.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100358045116,プロギア,ｅｇｇ　ｉ＋（２０１３）　Ｕ４,8778,ｅｇｇオリジナルカーボン,Ｂ,Ｍ３７,ユーティリティ,４Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　傷あり,,ヘッドカバーなし,0,,,21.00,329.00,,スタンダード,,40.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100358045116,プロギア,ｅｇｇ　ｉ＋（２０１３）　Ｕ４,8778,ｅｇｇオリジナルカーボン,Ｂ,Ｍ３７,ユーティリティ,４Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　傷あり,,ヘッドカバーなし,0,,,21.00,329.00,,スタンダード,,40.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100362310972,プロギア,ｅｇｇ　ｉ＋（２０１９）　Ｕ５,14278,ｅｇｇオリジナルカーボン,Ｂ,Ｍ３７,ユーティリティ,５Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル外　良好,,ヘッドカバーなし,0,2019,,23.00,325.00,,スタンダード,,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100362310972,プロギア,ｅｇｇ　ｉ＋（２０１９）　Ｕ５,14278,ｅｇｇオリジナルカーボン,Ｂ,Ｍ３７,ユーティリティ,５Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル外　良好,,ヘッドカバーなし,0,2019,,23.00,325.00,,スタンダード,,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100362310972,プロギア,ｅｇｇ　ｉ＋（２０１９）　Ｕ５,14278,ｅｇｇオリジナルカーボン,Ｂ,Ｍ３７,ユーティリティ,５Ｕ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル外　良好,,ヘッドカバーなし,0,2019,,23.00,325.00,,スタンダード,,39.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369297924,キャロウェイ,ＥＰＩＣ　ＦＬＡＳＨ　ＳＴＡＲ　１０．５°,18678,Ｓｐｅｅｄｅｒ　ＥＶＯＬＵＴＩＯＮ　ｆｏｒ　ＣＷ（ドライバー）,Ｂ,ＳＲ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル外　傷あり,,純正品(普通),0,,,10.50,292.00,59.50,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369297924,キャロウェイ,ＥＰＩＣ　ＦＬＡＳＨ　ＳＴＡＲ　１０．５°,18678,Ｓｐｅｅｄｅｒ　ＥＶＯＬＵＴＩＯＮ　ｆｏｒ　ＣＷ（ドライバー）,Ｂ,ＳＲ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル外　傷あり,,純正品(普通),0,,,10.50,292.00,59.50,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369297924,キャロウェイ,ＥＰＩＣ　ＦＬＡＳＨ　ＳＴＡＲ　１０．５°,18678,Ｓｐｅｅｄｅｒ　ＥＶＯＬＵＴＩＯＮ　ｆｏｒ　ＣＷ（ドライバー）,Ｂ,ＳＲ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル外　傷あり,,純正品(普通),0,,,10.50,292.00,59.50,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100372119053,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＦＡＳＴ　５Ｓ（実本数：５本セット）,69278,ＮＳ　ＰＲＯ　ＺＥＬＯＳ　７,Ｂ,Ｓ,アイアンセット,７Ｉ,C,,Ｃ,Ｃ,Ｃ,Ｓ,７Ｉ．８Ｉ．９Ｉ．ＰＷ．ＡＷ,オリジナル　良好,７Ｉ，８Ｉ，９Ｉ，ＰＷ，ＡＷ,ヘッドカバーなし,5,,,26.00,365.00,61.50,スタンダード,,37.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100372119053,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＦＡＳＴ　５Ｓ（実本数：５本セット）,69278,ＮＳ　ＰＲＯ　ＺＥＬＯＳ　７,Ｂ,Ｓ,アイアンセット,７Ｉ,C,,Ｃ,Ｃ,Ｃ,Ｓ,７Ｉ．８Ｉ．９Ｉ．ＰＷ．ＡＷ,オリジナル　良好,７Ｉ，８Ｉ，９Ｉ，ＰＷ，ＡＷ,ヘッドカバーなし,5,,,26.00,365.00,61.50,スタンダード,,37.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100372119053,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＦＡＳＴ　５Ｓ（実本数：５本セット）,69278,ＮＳ　ＰＲＯ　ＺＥＬＯＳ　７,Ｂ,Ｓ,アイアンセット,７Ｉ,C,,Ｃ,Ｃ,Ｃ,Ｓ,７Ｉ．８Ｉ．９Ｉ．ＰＷ．ＡＷ,オリジナル　良好,７Ｉ，８Ｉ，９Ｉ，ＰＷ，ＡＷ,ヘッドカバーなし,5,,,26.00,365.00,61.50,スタンダード,,37.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371357098,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＦＡＳＴ　５Ｗ,16478,Ｓｐｅｅｄｅｒ　ＥＶＯＬＵＴＩＯＮ　ｆｏｒ　ＣＷ　４０（２０２１　ＥＰＩＣ　ＦＷ）,Ｂ,Ｒ,フェアウェイウッド,５Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,18.00,,57.50,スタンダード,153,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371357098,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＦＡＳＴ　５Ｗ,16478,Ｓｐｅｅｄｅｒ　ＥＶＯＬＵＴＩＯＮ　ｆｏｒ　ＣＷ　４０（２０２１　ＥＰＩＣ　ＦＷ）,Ｂ,Ｒ,フェアウェイウッド,５Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,18.00,,57.50,スタンダード,153,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100371357098,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＦＡＳＴ　５Ｗ,16478,Ｓｐｅｅｄｅｒ　ＥＶＯＬＵＴＩＯＮ　ｆｏｒ　ＣＷ　４０（２０２１　ＥＰＩＣ　ＦＷ）,Ｂ,Ｒ,フェアウェイウッド,５Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｒ,,オリジナル　良好,,純正品(普通),0,,,18.00,,57.50,スタンダード,153,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369799800,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＬＳ　１０．５°,18678,ＴＥＮＳＥＩ　５５　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＤＲ）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,ヘッドカバーなし,0,,,10.50,303.00,57.00,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369799800,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＬＳ　１０．５°,18678,ＴＥＮＳＥＩ　５５　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＤＲ）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,ヘッドカバーなし,0,,,10.50,303.00,57.00,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100369799800,キャロウェイ,ＥＰＩＣ　ＭＡＸ　ＬＳ　１０．５°,18678,ＴＥＮＳＥＩ　５５　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＤＲ）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,ヘッドカバーなし,0,,,10.50,303.00,57.00,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100360294793,キャロウェイ,ＥＰＩＣ　ＳＰＥＥＤ　１０．５°,18678,Ｄｉａｍａｎａ　５０　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＤＲ）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,,10.50,302.00,58.00,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100360294793,キャロウェイ,ＥＰＩＣ　ＳＰＥＥＤ　１０．５°,18678,Ｄｉａｍａｎａ　５０　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＤＲ）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,,10.50,302.00,58.00,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100360294793,キャロウェイ,ＥＰＩＣ　ＳＰＥＥＤ　１０．５°,18678,Ｄｉａｍａｎａ　５０　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＤＲ）,Ｂ,Ｓ,ドライバー,１Ｗ,C,,Ｃ,Ｃ,Ｃ,Ｓ,,オリジナル　良好,,純正品(普通),0,,,10.50,302.00,58.00,スタンダード,460,45.750,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100357215336,キャロウェイ,ＥＰＩＣ　ＳＰＥＥＤ　５Ｗ,16478,Ｄｉａｍａｎａ　５０　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＦＷ）,Ｂ,ＳＲ,フェアウェイウッド,５Ｗ,C,,Ｂ,Ｃ,Ｃ,ＳＲ,,オリジナル　傷あり,,純正品(普通),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100357215336,キャロウェイ,ＥＰＩＣ　ＳＰＥＥＤ　５Ｗ,16478,Ｄｉａｍａｎａ　５０　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＦＷ）,Ｂ,ＳＲ,フェアウェイウッド,５Ｗ,C,,Ｂ,Ｃ,Ｃ,ＳＲ,,オリジナル　傷あり,,純正品(普通),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100357215336,キャロウェイ,ＥＰＩＣ　ＳＰＥＥＤ　５Ｗ,16478,Ｄｉａｍａｎａ　５０　ｆｏｒ　ＣＷ（２０２１　ＥＰＩＣ　ＦＷ）,Ｂ,ＳＲ,フェアウェイウッド,５Ｗ,C,,Ｂ,Ｃ,Ｃ,ＳＲ,,オリジナル　傷あり,,純正品(普通),0,,,18.00,,56.50,スタンダード,154,42.500,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
2100367867464,ミズノ,ＥＵＲＵＳ　４ＡＤ　１０．５°,4378,ＥＸＳＡＲ（ＥＵＲＵＳ　４ＡＤ）ドライバー,Ｂ,ＳＲ,ドライバー,１Ｗ,C,ネックミズノロゴ付近凹みあり,Ｃ,Ｃ,Ｃ,ＳＲ,,オリジナル　良好,,純正品(普通),0,,ネックミズノロゴ付近凹みあり,10.50,310.00,62.00,スタンダード,460,45.000,メンズ,ゴルフパートナー　フェアモール松任店,石川県白山市幸明町１５０,076-274-6754
